eid,rids,n,gold_summary,review_0,review_1,review_2,review_3,review_4,review_5,review_6,review_7,extraction,input_text
4HoCAPiFH2BFznYxGR7sjQ,"812,815,808,814,811,809,813,810",8,The service here is hit or miss. Sometimes you get a good tech and they do an awesome job. Sometimes you get one that's not so great and the nails come off or break. There are a large variety of polish colors to choose form an the prices are fairly reasonable. They offer nail services as well as waxing.,Got a full set. Paid extra for gel polish and design. In less than a week 4 of the nails had broken they refused to refund me or fix unless I was willing to wait and pay for it.,"This is a great, family owned place. We called on our way to Vegas and they were able to see both me and my husband same day. Very friendly and great if your on the run.",Omg this lady act like she didn't know how to long nails she was pulling in my hands like she wad the she had do long nails they are not shaped right now I can do my own nails but is was my birthday so I went I got them done but I know one thing I will never go there again 50 . 00 and I have to fix them with a lot of lumps as will,"Great service, fast and cheap compare to other salons (. $ 40 for mani- pedi- eyebrow wax ) Tip was great guy! Will go back",I decided to try this place out because its by my house and I saw the reviews on yelp .. I love it! Kim did my acrylics and she did such an amazing job. She was so friendly and talkative...great personality!! Its family owned so it was sweet seeing mom dad and daughter hustling to get all the clients done ... I'll definitely be going back,Awesome!!!! Came here from out of town and felt like I was at my home shop :) great prices and friendly / funny staff.,Lovely Nails is fantastic. We are staying in LV for 2 days and wanted a Mani / Pedi. Spas on the strip are sooo expensive. We found this place on Yelp and well worth the taxi trip. As for Lily or Victoria. FANTASTIC! No need to pay Las Vegas Strip Hotel prices. Come here. I would recommend and surely comeback.,Victoria is my favorite :) she fixed a situation with the other nail tech because she wasn't filing my nails properly - she did my pedi great though. Anyways I used to go to polished nails and pay too much just because they had a lot of gel color selections I like. BUT now that I've found lovely nails they have all the same beautiful unique colors and it's reasonably priced! Not to mention I don't really need to make an appointment and the management here solves issues better. My new fav nail place. Been in Vegas 11 years and I've tried many places. This one is great :),"lovely,nails,food -> quality,positive;Great,service,staff,positive;great,guy,food -> quality,positive;great,personality,restaurant -> atmosphere,positive;family,owned,good-for-groups,positive;great,prices,value-for-money,positive;friendly,staff,staff,positive;beautiful unique,colors,restaurant -> atmosphere,positive;reasonably,priced,value-for-money,positive;fav,nail place,value-for-money,positive",lovely nails [SEP] Great service [SEP] great guy [SEP] great personality [SEP] family owned [SEP] great prices [SEP] friendly staff [SEP] beautiful unique colors [SEP] reasonably priced [SEP] fav nail place
5ts_r4K6y103zNXt0k6nEg,"821,816,819,820,818,823,822,817",8,"The servers are kind and knowledgeable, they will patiently answer your questions. They offer patio seating if you'd prefer to sit outside. The free chips and salsa are always a plus, and the margaritas are amazing too. The menu is full tasty authentic Mexican dishes.",Patio seating is great. Waiters are awesome. Food is middle of the road. It's a good place to go with it being close to my family's home. Fiesta platter is huge and great for two to share. Specials are a good value and plenty of food if you aren't picky. It's the go - to place for sit down mexican when we are in town.,"I eat here once a year or two. It is always good. Sometimes the wait can be a bit long because it is very popular. This is a great place for groups and because of this, it can be pretty noisy. Love their thin chips and good, spicy salsas. I ordered the street tacos and they were delicious. All of my dining partners were quite satisfied with their meals. Pretty decent prices, too.","This was my family's first time visiting and we had an amazing experience! We were warmly greeted and immediately seated by the hostess. Then our AMAZING server Mauricio came and took our order. He was very polite and knowledgeable; he's been working there for 17 years!!! Then Julie, our food expeditor, brought our food and was amazing with my 3-year old ... Told him his food was made special for him. I loved the atmosphere and the food was beyond amazing; its very true to the culture and authentic. We have found our new home!",The average for this place seems about four stars. I concur. The service is pretty good but not extraordinary. The food is satisfying but not great. The price is fair. My gripe is that the food seemed burnt all around. Overall worth going but don't expect anything special.,"We love this place! Our "" date night "" always consist of Margaritas & this is the spot!!!","One of the best Mexican restaurants I've been to. Service is consistently good, food is consistently good. I often order the 3 Amigos. The carne asada is excellent. Can't go wrong with this place. Been here at least 30 times.",The best bar service in the area   Jose. You rock. Consistently great. Good management.,Great authentic Mexican food at a reasonable price. Free chips and salsa too. Oh and they have delicious margaritas. Very friendly.,"great,place,recommendation,positive;amazing,food,food -> quality,positive;pretty good,service,staff,positive;fair,price,value-for-money,positive;great,Patio seating,restaurant -> comfort,positive;awesome,Waiters,staff,positive;middle of the road,Food,food -> quality,negative;huge,Fiesta platter,food-quantity,positive;good,value,value-for-money,positive;plenty of,food,food -> quality,positive;thin,chips,food-quantity,positive;delicious,street tacos,food -> quality,positive;quite satisfied,meals,food -> quality,positive;Pretty decent,prices,value-for-money,positive;amazing,experience,restaurant -> atmosphere,positive",great place [SEP] amazing food [SEP] pretty good service [SEP] fair price [SEP] great Patio seating [SEP] awesome Waiters [SEP] middle of the road Food [SEP] huge Fiesta platter [SEP] good value [SEP] plenty of food [SEP] thin chips [SEP] delicious street tacos [SEP] quite satisfied meals [SEP] Pretty decent prices [SEP] amazing experience
5AzGqv0jjRMXrcRIE1zCvg,"830,824,827,831,825,828,829,826",8,"The drinks here are well priced, especially during happy hour. There is a large variety or regulars from various backgrounds and ages. Great place to meet new people. The staff  are great they provide a nice judgement free environment and they aren't stingy on the pours.",Love the Swizz! Reminds me of back home in the Midwest. Good times and great spot to mingle and meet new people!,Local dive bar experience! Authentic Phoenix experience squished behind the Starbucks. Pros: Decent prices $2 mystery shots Clean bathroom A variety of seating options   Friendly outgoing patrons of all ages,"I like the Swizzle stick   as my Dad used to call it. It's a local bar with no frills except pool table, bar, and friendly people...what more can u ask for? I'm not a huge bar guy but this place is like Phoenix's Cheers ... eventually everyone will know your name. The sliding glass door with the little beach is what makes this place AWESOME!!! After TexAz ... Swizzle Inn to this Bar ( Wow that was bad!! ) for some good times.","Lynn is the reason I continue to come back!! She is personable, fun, and dedicated. Great hire! She makes me feel like I'm at "" home ""!","This place rocks . ' Nuff said. Cheap drinks, awesome bar staff, stiff pours .. I love this place. They have seen me at my worst, my best and all in between, and no one passes judgement. Swizzle- stay classy my friend.","After reading such good reviews, decided to check it out. Bartender was friendly and made great shots, but the place was full of regulars who made it impossible to have any fun. Tried to play pool while the regulars were sitting down having a round and got kicked off because they wanted to play. Cute place to get a drink, but not a good place to try to have any fun.","Greatest dive bar ever! Their Christmas decorations rival that of Coach House but without the Scottsdale crowd. You can find every type of person hanging out here. The staff is friendly and they pour heavy (but not too heavy). My friend said to me a few months ago, "" I found the greatest dive bar ever you have to go to called the Swizzle Inn! "" I replied, "" It is the greatest! I've been going to the Swizz for years . "" Maybe I should have shared the info sooner?","The only dive bar in phoenix that truly reminds me of my midwestern roots. Cheap drinks, great happy hour (that's ridiculously long and cheap). You'd think that this would attract the less than desirable crowd to frequent swizzle, but I've only found great bartenders and patrons at this little bar. If you're in the neighborhood you've got to give them a try.","Cheap,drinks,drink -> quality,positive;,Greatest dive,restaurant -> atmosphere,positive;great,spot,recommendation,positive;Local,dive bar experience,restaurant -> atmosphere,positive;Authentic,Phoenix experience,restaurant -> atmosphere,positive;Decent,prices,value-for-money,positive;Clean,bathroom,restaurant -> atmosphere,positive;variety of,seating options,restaurant -> comfort,positive;local,bar,recommendation,positive;friendly,people,staff,positive;no frills except,pool table,restaurant -> comfort,positive;AWESOME,sliding,restaurant -> atmosphere,positive;Great,hire,staff,positive;awesome,bar staff,staff,positive;stiff,pours,drink -> quality,positive",Cheap drinks [SEP]  Greatest dive [SEP] great spot [SEP] Local dive bar experience [SEP] Authentic Phoenix experience [SEP] Decent prices [SEP] Clean bathroom [SEP] variety of seating options [SEP] local bar [SEP] friendly people [SEP] no frills except pool table [SEP] AWESOME sliding [SEP] Great hire [SEP] awesome bar staff [SEP] stiff pours
2QznyHGF0PuiYkrl5RU66A,"833,832,838,836,834,835,837,839",8,"Oh wow, this place is amazing. Food here is way above what you'd expect. It's not in the biggest area with foot traffic, so it's a bit hidden, but you know what they say, hidden gems are the best. Service was friendly, quick and when they came out with the delicious food, it was overall a great experience. Definitely love this place and you gotta try the tacos, they are delicious.",Hands down one of the best torta spots here in Vegas straight from Mexico City! The bread is good and doesn't crumble like most. Everything is fresh and the shakes and fresh waters are amazing. Definitely coming back to try more food! The place is also very clean and organized. Really good!!!!!,"Food was amazing. My wife is super picky about Mexican food, and she loved their food. The place is very clean and well kept, and the waitress provided superior service with great communication skills. The restaurant is tucked away, so it's difficult to find. However, if you follow their address and unit number, you can find it. I highly recommend this authentic Mexican restaurant!","Absolutely amazing Mexican food and people. Cleaner than I expected. I would highly recommend this restaurant, if your looking for a casual place. I swear I do not know anyone hear in this place just stumbled on it.","Delicious food, good service, and just off the beaten path. LOVED this place. The tacos are authentic and well priced. My favorite tacos are in Tijuana, especially their octopus tacos (they're amazing, highly recommended you add it to your bucket list). It was a little slower and I noticed octopus as an option on the menu. I asked if the chef could make some octopus tacos special. He said he could and they were exactly as I wanted. So good! Can't wait to go back.",Very good food. Atmosphere is nice. Feels like a family run business. Good service. Good food. So glad we yelped and tried it out. Will return when in Las Vegas again.,The reviews don't lie! The food is definitely delicious! They had me with the taste like homemade chips and salsa. I had the shrimp tacos which tasted so fresh and so yummy! I def will be back!! It's on Sahara and Decatur by the jack in the box.,"My friend and wanted to try something new close to work. We came here and boy did we maker a good choice! The food and service was great! We both ordered Pambazo sandwich, it's dipped in enchilada sauce with chorizo, lettuce, sour cream, and potatoes. We both split the sandwich but after eating it. We wished we would've gotta a full sandwich. The sandwich was delicious! We both ordered a sopa   chicken and carne asada. The sopas were as big as the plate it came out on. It came with beans, lettuce, cheese, and the meat. We couldn't finish the sopa. I'll definitely be back again to try another dish.","This place is great! My kids loved their milkshakes, and I really liked the hibiscus drink. My husband tried to eat all of the torta ... He said it was soooo good but it filled him up :). We really liked all of the homemade tortillas, and we'll be back! Waitstaff was delightful.","amazing,Food,food -> quality,positive;great,service,staff,positive;best,torta spots,food -> quality,positive;good,bread,food -> quality,positive;fresh,waters,drink -> quality,positive;fresh,Everything,drink -> quality,positive;amazing,shakes,food -> quality,positive;very clean and organized,place,restaurant -> atmosphere,positive;loved,food,food -> quality,positive;superior,service,staff,positive;very,place,recommendation,positive;great,waitress,staff,positive;tucked away,restaurant,restaurant -> comfort,negative;authentic,Mexican restaurant,food -> quality,positive;Absolutely,amazing Mexican,food -> quality,positive",amazing Food [SEP] great service [SEP] best torta spots [SEP] good bread [SEP] fresh waters [SEP] fresh Everything [SEP] amazing shakes [SEP] very clean and organized place [SEP] loved food [SEP] superior service [SEP] very place [SEP] great waitress [SEP] tucked away restaurant [SEP] authentic Mexican restaurant [SEP] Absolutely amazing Mexican
4DVqziHGABcYUUw_E36c5g,"846,847,842,844,841,840,843,845",8,"The staff here are friendly, engaging, and knowledgeable. It's a bit expensive but the exhibits are well done, and there are chances to interact with some of the animals. You can feed the stings rays, and touch them too! The sharks can swim right over the top of you via an overhead tunnel, it's a great view. If you want more informative experience you can pay for a tour.","I visited during shark weekend, so there were shark - themed activities like sidewalk chalk, pictures, a show and tell guy (shark teeth, sting ray bar, etc). Parking was $5. The shark tank is cool and there's a tunnel where you walk through it. Now there are lounge chairs in the petting area. It's a small place. I walked through the entire thing in an hour and I probably read like 10 info plates. It will be great in a few years, with the expansions.","Get the tour!!!! It's not advertised well, but they have a tour for $10 more that is SO awesome. You learn all kinds of stuff that you never would have known, & they take you back behind the scenes. If you don't do the tour, it's your basic mid - level aquarium. Don't miss out!","The Greater Cleveland Aquarium is a nice place to spend a couple of hours in the downtown Cleveland / Flats area. It is expensive, in my opinion for what is actually there. It is family friendly, and children enjoy it. The building is really cool - and sharks are always fascinating , You can touch a ray, have fish, sharks and rays swim over your head in the tunnels, and also feed the rays - but be mindful of feeding times. Costumed staff / tour guides add to the charm factor. The gift shop has a nice assortment of souvenirs.","The wife and I took the family. I expected it to grade out to be an F. The difference in price between a season pass or a day pass (for a family of 5) was $80. Either way, it's not worth it. My kids called it a "" Pet Co. On steroids! ""   the under water tunnel and petting area was cool. Other than that, it is like a pet store you pay $35 to get in to. Factoring in the tunnel and sting ray petting, I give it an overall D!! Save you time and money and visit Great Lakes Brewing (down the street)!",We had a great time at the Greater Cleveland Aquarium. The exhibits are well done and the staff is extremely friendly and helpful. We visited mid - week when there were smaller crowds.,"This is a nice little aquarium located right at the flats district. It's the only one of it's kind in Cleveland. As far as aquariums go though, this is not at par with the likes of the New England Aquarium. Think Mandalay Bay hotel aquarium in Las Vegas, which is similar in size. I echo the sentiments of most reviewers regarding cost and the flats still looking shady. Overall, I think it is an impressive effort, I love it, would love to see it going and would be more than glad to support it.","Love love love! We almost didn't go because it's 20 . 00 and we kept hearing it wasn't worth it, but it was worth it! The shark tank was amazing! You can walk through a tunnel and they swim right over you. We were taking shark selfies! They have a really nice touch tank and an amazing jellyfish display. It's a very relaxing place. The staff are knowledgable (ask about the poor turtles). We had a great time today. Even our 8 month old liked it.","Very cool. Went for the Nauti By Nature Yelp Party! Fantastic time!! Love the fishes, sharks, turtles and sting ray petting tank!","amazing,shark tank,food -> quality,positive;great,time,restaurant -> atmosphere,positive;$ 5,Parking,value-for-money,neutral;small,place,restaurant -> comfort,negative;basic,aquarium,restaurant -> atmosphere,positive;enjoy,family friendly,restaurant -> atmosphere,positive;really cool,building,restaurant -> atmosphere,positive;always fascinating,sharks,food -> quality,positive;Costumed,staff,staff,positive;nice assortment of,souvenirs,recommendation,positive;well done,exhibits,restaurant -> atmosphere,positive;extremely friendly,staff,staff,positive;smaller,crowds,food-quantity,negative;nice little,aquarium,restaurant -> atmosphere,positive;not at par,aquariums,restaurant -> atmosphere,neutral",amazing shark tank [SEP] great time [SEP] $ 5 Parking [SEP] small place [SEP] basic aquarium [SEP] enjoy family friendly [SEP] really cool building [SEP] always fascinating sharks [SEP] Costumed staff [SEP] nice assortment of souvenirs [SEP] well done exhibits [SEP] extremely friendly staff [SEP] smaller crowds [SEP] nice little aquarium [SEP] not at par aquariums
06Vts51gZrtBnFMs6sBPbA,"853,848,851,852,855,849,854,850",8,"This doctor is great at providing some professional care and has a helpful team as well. The team works hard to make sure that you feel comfortable and understands how some people have some initial reservations and fears about going to doctors. The office is also extremely clean, which just shows how much they care about making sure they provide the best care possible.",Fast and easy process! The doctor answers all questions and explains everything to ensure you understand.,Excellent doctor and excellent team members! It was my first time with them and i loved it! I totally recommend this clinic and this team    Excelente doctor e equipa! primera vez con ellos y me encanto! Recomendo mucho esta clinica e esta equipa,"At first they seemed like an excellent choice, and then I started noticing their dirty billing tricks! A few patients came in demanding a reason why they were being billed twice by the DR. And their insurance company. I didn't believe it! Not until the office tried to do the same to me and stated I'd contact my insurance company to refund me what they were trying to charge. I called my insurer, who stated this was NOT how things worked. My Insurance rep contacted them for a refund for me, and reported them to the board. They provided great service but their billing practices are very questionable...read the poor reviews, there's plenty of truth in them.","Stay away from this doctor and don't believe to all of these good reviews. He buys these reviews for $5 Starbucks gift cards. This doctor wants only money and don't care about your health. He is looking for most expensive ways of treatment. He pushed me to surgery trying to get more money from that. Thanks God, I found another much more professional doctor who can solve my problem without making holes in my belly and   leave scars on my body for the entire live.",Clean office with a friendly an inviting environment. The staff is very sweet and organized. Dr. Luis J Lopez was very patient and knowledgeable about all my concerns and questions. This was my first appointment with them and the in - processing paperwork took only a few minutes. I would recommend him to everyone.,I recently moved to Nevada and was looking for a great doctor. I believe I found him. Very friendly and informative team. Thanks for everything.,"This was my first time getting an annual exam in over 20 years (I know, I know) the doctor and staff made me feel very comfortable and at ease. Dr. Benitez explained in detail so that I understood what was going on and all the steps we were going to take for my care. I am extremely glad I was referred here and will be going for regular visits now. Thank you, Nicole","I recommend them. It took a little bit on time to see me but I was in and out with in an hour. They where very nice and double checked it I had any questions. They do electronic prescription, which was very handy by the time I got to my cvs I walked up and picked it up with no problem and in a matter of time.","Fast and easy,process,wait-time,positive;Excellent,doctor,staff,positive;excellent,team members,staff,positive;recommend,clinic,recommendation,positive;great,service,staff,positive;questionable,billing practices,staff,negative;plenty,reviews,recommendation,negative;Clean,office,restaurant -> atmosphere,positive;inviting,environment,restaurant -> atmosphere,positive;very sweet and organized,staff,staff,positive;Very friendly and informative,team,staff,positive;very handy,prescription,food -> variety,positive",Fast and easy process [SEP] Excellent doctor [SEP] excellent team members [SEP] recommend clinic [SEP] great service [SEP] questionable billing practices [SEP] plenty reviews [SEP] Clean office [SEP] inviting environment [SEP] very sweet and organized staff [SEP] Very friendly and informative team [SEP] very handy prescription
1TTQ41NqKks69GltQSQNIA,"860,863,856,861,859,858,857,862",8,"Hit or miss. It's a casino, so it stinks of smoke.  Buffet is kinda bad and way overpriced for what you get, which isn't that great to begin with. Rooms here are clean if you're staying in the hotel but they aren't fancy or anything. I think there are better things to spend on. Not saying it's bad, just not great.","Worst buffet I've had in a long time. Since I bowl here, I will occasionally have lunch here. It's usually pretty mediocre. Today we went to practice our bowling, then decided to have lunch. It was the so - called Sunday brunch. It was almost $29 for two. Every dish we tried was cold. The place was busy too. You'd think it would be at least warm with so much turnover. Very poor management.","We walked in through here to get to Cafe Sienna. The exterior of the building is quite nice and this place is pretty big. As soon as you enter the smell of cigarette smoke and the sound of the slot machines hits you .. ting ting ting .. you know you are in Vegas! They are open 24/7 - gambling and food! The crowd here was much older, enjoying drinks, meals and gambling. This wouldn't be my kinda casino to stay it but decent enough.",This is my local go to casino! I bowl here in a league in Friday's. Bars are great and pricing for gambling are cheap.,Not a Fancy Hotel but has a good casino and clean rooms ..... and a great price .. I would go again,"I found the air quality in the casino to be very, very bad. The smell of smoke was overwhelming except near the table games by the valet parking door. Breakfast was tasty and well priced ., but the smell of smoke lingered there as well. Other casinos in Vegas do it much better. This place is far away from anything, though there is mall going up across the street. Given a choice, I'd' donate' my money elsewhere.","We stayed here for one of our weekend getaways and we loved it. We had a room with a view of the golf course, which turned out to be better than expected. We could see a lot of Las Vegas from our room. The bathroom was big and had a huge walk i shower, but no tub. Overall, definitely worth the stay.","Stayed here a few times and will every time in the future! Screw the Strip at $250/per night and extra $25 fridge rental. Here it's all included: vault, fridge in a spacious, quiet room with nice golf course view. There's Starbucks, deli, Fridays, seafood restaurant, bowling, theatre, spa, gym, etc. Best part is it's $60 a night without the strip traffic. I can't justify the higher priced Wynn, Venetian, Bellagio. Rather have that money for dining, shopping, massages and spa treatments. Can't wait for my next trip!","Rooms are huge! Very clean and comfortable, great views, here for business, highly recommend!","Worst,buffet,food -> quality,negative;cold,dish,food -> quality,negative;busy,place,restaurant -> atmosphere,negative;quite nice,building,restaurant -> atmosphere,positive;pretty big,place,restaurant -> atmosphere,positive;enjoying,drinks,drink -> quality,positive;older,crowd,food-quantity,positive;great,Bars,restaurant -> atmosphere,positive;cheap,gambling,value-for-money,neutral;good,casino,restaurant -> atmosphere,positive;clean,rooms,restaurant -> atmosphere,positive;great,price,value-for-money,positive;overwhelming,smoke,restaurant -> atmosphere,negative;well priced,Breakfast,value-for-money,positive;far away from,place,location,negative",Worst buffet [SEP] cold dish [SEP] busy place [SEP] quite nice building [SEP] pretty big place [SEP] enjoying drinks [SEP] older crowd [SEP] great Bars [SEP] cheap gambling [SEP] good casino [SEP] clean rooms [SEP] great price [SEP] overwhelming smoke [SEP] well priced Breakfast [SEP] far away from place
0TYd9CxJMqaqO6svyWym6A,"868,871,869,867,865,864,866,870",8,"Oh man, this place has massive portions. I mean, that right there makes it worth going here. The shawarmas are delicious. I can't comment on other food, but the falafel too was good. Yeah the price point is a little high, but for what you get it's definitely worth it. I'll definitely be coming back again to eat here.",Best shawarma around! Totally worth your money. The owner gives pride on his work. Full filling (Costco size) 4. Combos are great (any choice in meat) frie / salad and a pop. Everything about this place is amazing. Totally recommend   it to all my friends and family and no one is ever disappointed. I have ever   had in the GTA,Best shawarma place north of Lawrence Ave in Scarborough. Authentic flavour great quality and value sized portions make this place a regular on our families rotation of meals.,Excellent shawarma and falafel. Huge portions and great flavours. Poutine is big enough for two!,Like all the reviews have said it. This place is the best shwarma place I have been to. Very fast service and the taste of the food is amazing,"Found out about this place on Yelp and came here on a weekday after work for takeout. I ordered the chicken dinner (includes chicken, potatoes, rice, tzatiki, veggie salad (tomatoes, onions, greens, jalepeno peppers) and a pita for $13. The staff there work very quick and all the ingredients are very fresh .. the chicken was notably very moist and flavourful. The price point for a chicken dinner is a little higher than most, especially out in Aurora, but the portions are huge .. definitely was enough to be two meals for me. The store was very busy with seemingly regular customers coming in for takeout.","What made this place were the two young men working there on Sunday January 4th , 2015. Courteous, knowledgable, evidently invested in what they are doing ..... and it comes through in the food! The addition of a bean salad would be a suggestion, not a criticism in any way. Not a question of will I eat there again, it's when will I eat there again .... well done guys.","I thought pita land was good until I tried this. The portions are ginormous and its AMAZING AND DELICIOUS. It is 100x better than pita land, would get this all the time if it wasn't so far.","My expectations was   too much   perhaps, I was not satisfied with my meal, Mabe one off does nights, will try the shawarma sandwich next time","Best,shawarma place,drink -> alcohol,positive;huge,portions,food-quantity,positive;great,Combos,food -> variety,positive;amazing,place,recommendation,positive;Authentic,flavour,food -> quality,positive;value sized,portions,value-for-money,positive;Excellent,shawarma,drink -> alcohol,positive;great,flavours,food -> quality,positive;big,Poutine,food-quantity,positive;best,shwarma place,food -> quality,positive;Very fast,service,wait-time,positive;amazing,taste of,food -> quality,positive;very fresh,ingredients,food -> quality,positive;very quick,staff,staff,positive;very moist and flavourful,chicken,food -> quality,negative",Best shawarma place [SEP] huge portions [SEP] great Combos [SEP] amazing place [SEP] Authentic flavour [SEP] value sized portions [SEP] Excellent shawarma [SEP] great flavours [SEP] big Poutine [SEP] best shwarma place [SEP] Very fast service [SEP] amazing taste of [SEP] very fresh ingredients [SEP] very quick staff [SEP] very moist and flavourful chicken
5mu4SWwVTgNUXw0lWLaoZw,"876,875,877,874,879,873,878,872",8,"This place is extremely busy and it leads to some somewhat poor customer service. The staff does wind up working very hard, but ultimately they are just short staffed and need more people to keep up with the volume of customers. The shop is very large though and generally they will have what you want in stock. It can be a fun shopping experience but I just highly recommend that you visit them on a weekday or some other time when they are not that busy.",Terrible service in ladies clothing until the young girl with the red hair rescued me!!! She deserves a 5 Star! The other lady that kept ignoring me while I was waiting should get a minus 5 if possible! This was the Las Vegas location!,I love shopping at Macy's especially the Macy's store at the fashion show mall it's really big and I am always able to find what I am looking for and the staff here is really friendly always going out of there way to help you find what you are looking for and answering other questions and the customer service is great and the store is always clean which is a plus.,"A big location with plenty of inventory. On this trip we spent most of our time in the women's shoe section. I loved that if you wanted to try on a shoe, they just scanned the code & then someone came out with your size. However, it didn't seem to take any less time than if the floor associate had just gone and gotten them themselves. I've been to plenty of Macy's that have looked run down and in need of a facelift but this location looked great. There was 1 section that they were redoing, but other than that everything looked as if the store had just opened. A great experience all around.",I would usually never write a review on a Macy 's but I felt compelled to do so because this is far and away the best Macy's I have ever visited. Trust I have been to tons! The salespeople there were so friendly and helpful! They had an amazing selection. The shoe section was out of control busy but the salespeople were working their butts off to be helpful to people. I will go back here next time for sure!,i m not the biggest macys fan but this one is my favorite!,"Went to tgis Macy's with my friend to look for some shoes. It was the busiest shoe store and it was a mess lol but salespersons were very helpfull. Everyone there was nice and polite BUT Samuel! He was amazing, I did nt have to ask him for a size when he already knew I need a size and asked me first. It just took a look for him to know I needed help. Samuel made my shoe shopping so much easier and fun. I will definitely come back to this Macy's. Great customer service! TO GO SAMUEL and THANK YOU SAMUEL.","Early this morning, Macy's Shiseido offered many gift cards and free donuts from the world famous Donut Bar hosted on TV's Food Network and Travel Channel. The store was full. Great security in the parking garage. There were so many people, they needed extra staff to help people park their vehicles. Donuts and coffee, great for starting a last minute shopping rush for the holidays, especially for those families leaving town for the weekend.","The worst customer service I've ever had. I will never buy another item in any location ever again because of the manager and her staff. I asked for a small bag and was rudely told "" you need to buy something in order for us to give you a bag. I guess the $1500 coat I was about to buy but threw back down wasn't enough for them.","Great,customer,staff,positive;Terrible,service,staff,negative;love,shopping,food -> quality,positive;always clean,store,wait-time,positive;really friendly,staff,staff,positive;big,location,restaurant -> atmosphere,positive;great,location,location,positive;great,experience,restaurant -> atmosphere,positive;helpful,salespeople,staff,positive;amazing,selection,food -> variety,positive;out of control busy,shoe section,wait-time,negative;helpful,salespeople,staff,negative;busiest,shoe store,restaurant -> atmosphere,negative;very helpfull,salespersons,staff,positive;nice,Everyone,staff,positive",Great customer [SEP] Terrible service [SEP] love shopping [SEP] always clean store [SEP] really friendly staff [SEP] big location [SEP] great location [SEP] great experience [SEP] helpful salespeople [SEP] amazing selection [SEP] out of control busy shoe section [SEP] helpful salespeople [SEP] busiest shoe store [SEP] very helpfull salespersons [SEP] nice Everyone
3bVc_IDRyAXpg__qkEEXyw,"883,887,885,886,884,882,880,881",8,It was a really long wait for a simple smoothie. The pesto lasagna was good though and the service was great as well. A bunch of vegetarian options as well made my day.,I got the pesto lasagna and I personally loved the kale Cesar even more next time I will get the kale Cesar all for myself! The staff are the sweetest and the ambiance is adorable casual chic good for every occasional what a nice place!! I will definitely go back!,Is it normal to wait for a smoothie for over 15 minutes when there are only 2 tables filled with people in the entire place? Service was super disappointing and no apology was even given after having to have waited so long to get served for takeout. It almost felt as the priority there was given to the staff socializing amongst each other instead of putting customers first. On another note after having waited this long my smoothie was watered down and bitter ... I was in a rush so I just left. Other than this the food is always great at your other locations but the attitude needs to be worked on at this specific location.,"Excellent vegetarian food makes you realize how tasteful vegetarian dishes are, the falafel sandwich and dishes of all sorts are not to miss, the desserts made from natural ingredients makes u crave for more, I will come back soon","I like their lunch express which includes a soup, a main dish and a small dessert: The Dahl soup is warm and spicy hot. The roll is huge, it's stuffed with lots of vegetables. The eggplant bacon inside the roll is flavourful and so is the nut pate. The roll is served with a fresh salad on the side. Which makes a satisfying and filling meal. Raw food are usually made with a lot of nuts but some dishes on their menu can be requested nut free.","Wow this place is incredible. We had an incredibly tasty healthy dinner. I could not possibly complain about anything. The food was delicious, and it was not heavy and the service was great. I wish I lived in this town, I sure hope they come to So Cal soon!","This place is really great you need to experience it for yourself. Very fresh, very yummy just come in and try it out for yourself ....................................","By far the best food I have ever ate! I don't just mean the best raw vegan food I mean the best food over all! Fresh, colorful and simply delicious! The staff is incredibly polite and professional. I come to Montreal from NYC just to have a meal here! Simply amazing!","My new sick obsession ... Ever wonder what live, raw, organic, vegan could taste like? You will be pleasantly surprised! Eating here is more than putting food in your mouth and chewing...it is a culinary experience that leaves you elightened both in the belly and in the mind: ) As a dairy - intollerant sufferer for many years, this place is my haven! A place where I am free to choose anything on the menu and indulge in EVERY delectable dessert is truly blissful. Trust me...once is not enough!","best,food,food -> quality,positive;loved,kale Cesar,food -> quality,positive;nice,place,recommendation,positive;adorable casual chic,ambiance,restaurant -> atmosphere,positive;sweetest,staff,staff,positive;super,Service,staff,negative;watered down,smoothie,drink -> quality,negative;a,their lunch,food -> quality,positive;huge,roll,food-quantity,positive;flavourful,roll,food -> quality,neutral;fresh,salad,food -> quality,positive;filling,meal,food -> quality,positive;requested nut free,Raw food,food -> quality,negative;incredibly tasty,healthy dinner,food -> quality,positive;delicious,food,food -> quality,positive",best food [SEP] loved kale Cesar [SEP] nice place [SEP] adorable casual chic ambiance [SEP] sweetest staff [SEP] super Service [SEP] watered down smoothie [SEP] a their lunch [SEP] huge roll [SEP] flavourful roll [SEP] fresh salad [SEP] filling meal [SEP] requested nut free Raw food [SEP] incredibly tasty healthy dinner [SEP] delicious food
